user_id,session_id,is_premium,used_personalized_feature,app_open,search_or_browse,track_play,save_or_lyrics,completed_session
U_00066,U_00066_S2,0,1,1,0,0,0,0
U_00066,U_00066_S3,0,0,1,0,0,0,0
U_00066,U_00066_S4,0,1,1,1,1,0,1
U_00067,U_00067_S0,0,0,1,1,1,0,1
U_00067,U_00067_S1,0,1,1,1,1,1,1
U_00067,U_00067_S2,0,0,1,1,1,0,1
U_00068,U_00068_S0,0,0,1,1,1,0,0
U_00068,U_00068_S1,0,0,1,1,1,0,0
U_00068,U_00068_S2,0,0,1,1,0,0,0
U_00069,U_00069_S0,0,0,1,1,0,0,0
U_00069,U_00069_S1,0,0,1,1,1,1,1
U_00069,U_00069_S2,0,0,1,1,0,0,0
U_00069,U_00069_S3,0,0,1,1,0,0,0
U_00069,U_00069_S4,0,0,1,1,0,0,0
U_00070,U_00070_S0,0,1,1,1,1,1,1
U_00070,U_00070_S1,0,1,1,1,0,0,0
U_00070,U_00070_S2,0,1,1,1,1,0,1
U_00070,U_00070_S3,0,0,1,1,1,0,1
U_00071,U_00071_S0,1,0,1,1,1,1,1
U_00072,U_00072_S0,0,0,1,0,0,0,0
U_00072,U_00072_S1,0,1,1,1,1,1,1
U_00072,U_00072_S2,0,1,1,1,0,0,0
U_00073,U_00073_S0,0,1,1,0,0,0,0
U_00073,U_00073_S1,0,0,1,1,0,0,0
U_00074,U_00074_S0,0,1,1,1,0,0,0
U_00074,U_00074_S1,0,1,1,1,1,1,0
U_00075,U_00075_S0,0,0,1,0,0,0,0
U_00075,U_00075_S1,0,1,1,0,0,0,0
U_00075,U_00075_S2,0,1,1,1,1,1,1
U_00076,U_00076_S0,1,0,1,1,1,0,1
U_00076,U_00076_S1,1,1,1,1,0,0,0
U_00076,U_00076_S2,1,1,1,1,0,0,0
U_00076,U_00076_S3,1,0,1,1,1,1,1
U_00076,U_00076_S4,1,0,1,0,0,0,0
U_00077,U_00077_S0,0,0,1,1,1,0,1
U_00077,U_00077_S1,0,0,1,1,1,0,1
U_00077,U_00077_S2,0,1,1,1,1,1,1
U_00078,U_00078_S0,0,1,1,1,1,0,1
U_00079,U_00079_S0,0,0,1,1,1,0,1
U_00080,U_00080_S0,0,0,1,1,1,0,1
U_00080,U_00080_S1,0,0,1,1,1,0,1
U_00081,U_00081_S0,0,1,1,1,1,0,1
U_00081,U_00081_S1,0,0,1,1,0,0,0
U_00081,U_00081_S2,0,1,1,1,1,0,0
U_00082,U_00082_S0,1,1,1,1,1,1,1
U_00082,U_00082_S1,1,0,1,1,1,0,1
U_00082,U_00082_S2,1,1,1,1,1,0,1
U_00083,U_00083_S0,0,0,1,1,0,0,0
U_00084,U_00084_S0,0,0,1,0,0,0,0
U_00084,U_00084_S1,0,1,1,1,1,1,0
U_00084,U_00084_S2,0,1,1,1,0,0,0
U_00084,U_00084_S3,0,0,1,1,1,0,1
U_00084,U_00084_S4,0,0,1,1,0,0,0
U_00085,U_00085_S0,1,1,1,0,0,0,0
U_00085,U_00085_S1,1,0,1,1,0,0,0
U_00085,U_00085_S2,1,1,1,1,1,1,0
U_00085,U_00085_S3,1,0,1,1,1,0,1
U_00085,U_00085_S4,1,0,1,1,1,0,1
U_00086,U_00086_S0,0,1,1,1,0,0,0
U_00087,U_00087_S0,1,0,1,1,0,0,0
U_00087,U_00087_S1,1,1,1,0,0,0,0
U_00087,U_00087_S2,1,0,1,1,1,0,1
U_00088,U_00088_S0,0,1,1,1,0,0,0
U_00088,U_00088_S1,0,0,1,1,0,0,0
U_00088,U_00088_S2,0,1,1,1,1,1,1
U_00089,U_00089_S0,0,0,1,1,1,1,1
U_00089,U_00089_S1,0,0,1,0,0,0,0
U_00090,U_00090_S0,0,1,1,1,1,1,1
U_00090,U_00090_S1,0,0,1,1,1,0,1
U_00090,U_00090_S2,0,0,1,1,1,0,1
U_00090,U_00090_S3,0,1,1,1,0,0,0
U_00090,U_00090_S4,0,0,1,1,1,1,1
U_00091,U_00091_S0,0,1,1,0,0,0,0
U_00091,U_00091_S1,0,1,1,1,1,0,1
U_00091,U_00091_S2,0,1,1,0,0,0,0
U_00091,U_00091_S3,0,1,1,1,0,0,0
U_00091,U_00091_S4,0,0,1,1,0,0,0
U_00092,U_00092_S0,0,0,1,0,0,0,0
U_00093,U_00093_S0,1,0,1,1,1,0,0
U_00093,U_00093_S1,1,1,1,1,1,0,0
U_00093,U_00093_S2,1,0,1,1,1,0,1
U_00093,U_00093_S3,1,0,1,1,0,0,0
U_00093,U_00093_S4,1,1,1,1,0,0,0
U_00094,U_00094_S0,0,1,1,0,0,0,0
U_00094,U_00094_S1,0,0,1,1,1,1,1
U_00094,U_00094_S2,0,0,1,1,1,1,0
U_00095,U_00095_S0,0,1,1,1,1,0,1
U_00096,U_00096_S0,0,0,1,0,0,0,0
U_00097,U_00097_S0,0,1,1,1,0,0,0
U_00097,U_00097_S1,0,0,1,1,1,1,1
U_00098,U_00098_S0,0,1,1,1,1,0,0
U_00099,U_00099_S0,0,0,1,1,0,0,0
U_00099,U_00099_S1,0,0,1,0,0,0,0
U_00099,U_00099_S2,0,0,1,1,1,1,1
U_00099,U_00099_S3,0,1,1,1,1,0,1
U_00099,U_00099_S4,0,0,1,1,1,0,1
U_00100,U_00100_S0,0,0,1,1,1,0,1
U_00100,U_00100_S1,0,1,1,0,0,0,0
U_00100,U_00100_S2,0,1,1,1,0,0,0
U_00100,U_00100_S3,0,1,1,1,1,1,0
U_00101,U_00101_S0,0,0,1,1,1,1,1
U_00101,U_00101_S1,0,0,1,1,1,1,1
U_00101,U_00101_S2,0,1,1,1,1,1,1
U_00102,U_00102_S0,0,0,1,0,0,0,0
U_00102,U_00102_S1,0,0,1,1,1,1,1
U_00102,U_00102_S2,0,1,1,1,1,1,1
U_00103,U_00103_S0,0,0,1,0,0,0,0
U_00103,U_00103_S1,0,1,1,1,1,0,0
U_00103,U_00103_S2,0,0,1,1,1,0,1
U_00104,U_00104_S0,0,1,1,1,1,0,1
U_00104,U_00104_S1,0,1,1,0,0,0,0
U_00104,U_00104_S2,0,1,1,1,1,1,1
U_00104,U_00104_S3,0,1,1,1,1,0,1
U_00104,U_00104_S4,0,1,1,1,1,1,1
U_00105,U_00105_S0,0,1,1,0,0,0,0
U_00105,U_00105_S1,0,0,1,1,0,0,0
U_00105,U_00105_S2,0,1,1,1,0,0,0
U_00105,U_00105_S3,0,1,1,1,1,0,1
U_00106,U_00106_S0,0,0,1,1,1,0,1
U_00106,U_00106_S1,0,1,1,1,0,0,0
U_00106,U_00106_S2,0,0,1,1,1,0,1
U_00107,U_00107_S0,0,0,1,1,1,1,0
U_00108,U_00108_S0,0,1,1,1,1,1,1
U_00109,U_00109_S0,0,0,1,0,0,0,0
U_00109,U_00109_S1,0,1,1,0,0,0,0
U_00109,U_00109_S2,0,0,1,0,0,0,0
U_00109,U_00109_S3,0,1,1,1,0,0,0
U_00110,U_00110_S0,0,0,1,0,0,0,0
U_00111,U_00111_S0,0,0,1,1,0,0,0
U_00111,U_00111_S1,0,0,1,1,1,0,1
U_00111,U_00111_S2,0,0,1,1,0,0,0
U_00111,U_00111_S3,0,0,1,0,0,0,0
U_00111,U_00111_S4,0,1,1,1,0,0,0
U_00112,U_00112_S0,0,0,1,1,0,0,0
U_00112,U_00112_S1,0,1,1,1,1,1,1
U_00112,U_00112_S2,0,1,1,1,1,0,1
U_00112,U_00112_S3,0,1,1,1,0,0,0
U_00112,U_00112_S4,0,1,1,1,1,0,1
U_00113,U_00113_S0,1,1,1,1,1,0,1
U_00114,U_00114_S0,0,0,1,1,1,1,1
U_00114,U_00114_S1,0,1,1,1,1,0,1
U_00115,U_00115_S0,0,0,1,1,1,0,1
U_00116,U_00116_S0,0,0,1,0,0,0,0
U_00117,U_00117_S0,0,1,1,1,1,1,1
U_00117,U_00117_S1,0,1,1,1,0,0,0
U_00118,U_00118_S0,0,0,1,1,1,1,1
U_00118,U_00118_S1,0,1,1,1,1,0,1
U_00118,U_00118_S2,0,0,1,1,1,0,0
U_00118,U_00118_S3,0,0,1,0,0,0,0
U_00118,U_00118_S4,0,0,1,1,1,1,1
U_00119,U_00119_S0,0,1,1,1,0,0,0
U_00119,U_00119_S1,0,0,1,0,0,0,0
U_00120,U_00120_S0,0,0,1,1,1,0,1
U_00120,U_00120_S1,0,0,1,1,1,1,1
U_00120,U_00120_S2,0,0,1,1,1,1,1
U_00120,U_00120_S3,0,1,1,1,0,0,0
U_00121,U_00121_S0,0,0,1,1,1,1,1
U_00121,U_00121_S1,0,0,1,1,1,1,1
U_00122,U_00122_S0,0,0,1,1,0,0,0
U_00122,U_00122_S1,0,1,1,1,0,0,0
U_00123,U_00123_S0,0,1,1,1,1,0,1
U_00123,U_00123_S1,0,1,1,1,1,0,1
U_00123,U_00123_S2,0,0,1,1,1,1,1
U_00123,U_00123_S3,0,0,1,0,0,0,0
U_00123,U_00123_S4,0,1,1,1,0,0,0
U_00124,U_00124_S0,0,1,1,0,0,0,0
U_00124,U_00124_S1,0,0,1,1,1,0,1
U_00124,U_00124_S2,0,0,1,1,0,0,0
U_00124,U_00124_S3,0,0,1,1,1,1,1
U_00124,U_00124_S4,0,0,1,1,1,1,1
U_00125,U_00125_S0,0,0,1,1,1,0,1
U_00125,U_00125_S1,0,0,1,1,0,0,0
U_00125,U_00125_S2,0,0,1,1,0,0,0
U_00125,U_00125_S3,0,1,1,1,1,0,1
U_00126,U_00126_S0,0,1,1,1,0,0,0
U_00126,U_00126_S1,0,1,1,0,0,0,0
U_00126,U_00126_S2,0,0,1,1,1,1,1
U_00126,U_00126_S3,0,0,1,0,0,0,0
U_00126,U_00126_S4,0,0,1,1,0,0,0
U_00127,U_00127_S0,0,1,1,1,0,0,0
U_00127,U_00127_S1,0,0,1,1,1,1,1
U_00128,U_00128_S0,0,1,1,1,1,0,1
U_00128,U_00128_S1,0,0,1,1,1,1,1
U_00128,U_00128_S2,0,0,1,0,0,0,0
U_00128,U_00128_S3,0,0,1,0,0,0,0
U_00129,U_00129_S0,0,1,1,1,1,1,1
U_00129,U_00129_S1,0,0,1,1,0,0,0
U_00130,U_00130_S0,1,0,1,1,1,1,0
U_00130,U_00130_S1,1,0,1,1,0,0,0
U_00130,U_00130_S2,1,0,1,1,0,0,0
U_00130,U_00130_S3,1,1,1,1,1,0,1
U_00130,U_00130_S4,1,0,1,0,0,0,0
U_00131,U_00131_S0,0,0,1,1,0,0,0
U_00131,U_00131_S1,0,0,1,1,1,1,1
U_00131,U_00131_S2,0,0,1,0,0,0,0
U_00132,U_00132_S0,0,0,1,0,0,0,0
U_00132,U_00132_S1,0,1,1,0,0,0,0
U_00132,U_00132_S2,0,0,1,1,1,1,1
U_00132,U_00132_S3,0,1,1,1,1,0,1
U_00133,U_00133_S0,0,0,1,1,1,0,1
U_00133,U_00133_S1,0,1,1,1,0,0,0
U_00133,U_00133_S2,0,0,1,1,1,1,0
U_00133,U_00133_S3,0,1,1,1,1,1,0
U_00133,U_00133_S4,0,0,1,0,0,0,0
U_00134,U_00134_S0,0,0,1,1,1,0,1
U_00135,U_00135_S0,0,0,1,1,1,1,1
U_00135,U_00135_S1,0,0,1,1,0,0,0
U_00135,U_00135_S2,0,0,1,1,1,1,0
U_00135,U_00135_S3,0,0,1,1,0,0,0
U_00136,U_00136_S0,0,1,1,1,1,1,1
U_00136,U_00136_S1,0,0,1,1,0,0,0
U_00136,U_00136_S2,0,1,1,1,1,0,0
U_00136,U_00136_S3,0,1,1,0,0,0,0
U_00137,U_00137_S0,0,1,1,1,1,0,1
U_00138,U_00138_S0,0,0,1,0,0,0,0
U_00138,U_00138_S1,0,0,1,1,1,0,0
U_00138,U_00138_S2,0,0,1,1,0,0,0
U_00139,U_00139_S0,0,1,1,1,0,0,0
U_00140,U_00140_S0,0,1,1,1,1,0,1
U_00140,U_00140_S1,0,1,1,1,1,1,1
U_00140,U_00140_S2,0,1,1,1,1,0,1
U_00140,U_00140_S3,0,1,1,1,1,0,1
U_00141,U_00141_S0,0,0,1,0,0,0,0
U_00141,U_00141_S1,0,0,1,1,1,0,1
U_00141,U_00141_S2,0,1,1,1,1,0,1
U_00141,U_00141_S3,0,0,1,1,1,1,1
U_00142,U_00142_S0,0,0,1,1,1,0,1
U_00142,U_00142_S1,0,0,1,1,1,0,1
U_00142,U_00142_S2,0,0,1,1,1,1,0
U_00143,U_00143_S0,0,1,1,1,0,0,0
U_00143,U_00143_S1,0,0,1,0,0,0,0
U_00143,U_00143_S2,0,0,1,1,1,0,1
U_00143,U_00143_S3,0,1,1,1,1,1,1
U_00144,U_00144_S0,0,0,1,1,1,1,1
U_00145,U_00145_S0,0,1,1,1,0,0,0
U_00146,U_00146_S0,0,1,1,1,1,1,1
U_00146,U_00146_S1,0,1,1,1,1,1,0
U_00146,U_00146_S2,0,1,1,1,1,0,1
U_00147,U_00147_S0,0,0,1,1,1,1,1
U_00147,U_00147_S1,0,1,1,1,0,0,0
U_00147,U_00147_S2,0,1,1,1,0,0,0
U_00148,U_00148_S0,0,1,1,1,0,0,0
U_00148,U_00148_S1,0,1,1,1,1,0,1
U_00148,U_00148_S2,0,0,1,1,0,0,0
U_00148,U_00148_S3,0,1,1,1,1,0,0
U_00148,U_00148_S4,0,1,1,1,0,0,0
U_00149,U_00149_S0,0,0,1,1,1,0,1
U_00149,U_00149_S1,0,0,1,0,0,0,0
U_00149,U_00149_S2,0,0,1,1,0,0,0
U_00149,U_00149_S3,0,0,1,1,1,0,1
U_00150,U_00150_S0,1,0,1,1,1,1,1
U_00150,U_00150_S1,1,1,1,0,0,0,0
U_00150,U_00150_S2,1,1,1,1,1,0,0
U_00150,U_00150_S3,1,0,1,0,0,0,0
U_00150,U_00150_S4,1,0,1,1,1,0,1
U_00151,U_00151_S0,0,0,1,1,1,1,1
U_00151,U_00151_S1,0,0,1,1,0,0,0
U_00151,U_00151_S2,0,0,1,1,0,0,0
U_00151,U_00151_S3,0,1,1,1,0,0,0
U_00152,U_00152_S0,0,0,1,1,0,0,0
U_00152,U_00152_S1,0,1,1,1,1,1,0
U_00152,U_00152_S2,0,0,1,1,1,1,1
U_00153,U_00153_S0,0,0,1,1,0,0,0
U_00153,U_00153_S1,0,1,1,1,0,0,0
U_00154,U_00154_S0,0,0,1,1,1,1,1
U_00154,U_00154_S1,0,0,1,1,1,0,1
U_00154,U_00154_S2,0,0,1,0,0,0,0
U_00154,U_00154_S3,0,0,1,1,0,0,0
U_00154,U_00154_S4,0,1,1,1,1,0,1
U_00155,U_00155_S0,0,0,1,1,1,0,0
U_00155,U_00155_S1,0,1,1,1,0,0,0
U_00155,U_00155_S2,0,0,1,1,1,1,0
U_00155,U_00155_S3,0,1,1,1,1,0,1
U_00156,U_00156_S0,1,1,1,1,0,0,0
U_00156,U_00156_S1,1,0,1,1,1,1,1
U_00157,U_00157_S0,0,0,1,1,1,0,1
U_00157,U_00157_S1,0,0,1,1,1,1,1
U_00157,U_00157_S2,0,0,1,1,1,0,1
U_00158,U_00158_S0,0,0,1,1,0,0,0
U_00158,U_00158_S1,0,0,1,1,0,0,0
U_00158,U_00158_S2,0,0,1,1,1,0,1
U_00159,U_00159_S0,1,1,1,1,1,1,1
U_00159,U_00159_S1,1,1,1,1,1,0,1
U_00159,U_00159_S2,1,0,1,0,0,0,0
U_00160,U_00160_S0,0,0,1,0,0,0,0
U_00161,U_00161_S0,0,0,1,1,0,0,0
U_00161,U_00161_S1,0,1,1,1,1,1,1
U_00162,U_00162_S0,0,0,1,1,1,1,1
U_00162,U_00162_S1,0,0,1,1,1,0,0
U_00162,U_00162_S2,0,0,1,1,1,1,1
U_00162,U_00162_S3,0,1,1,1,1,0,1
U_00163,U_00163_S0,0,1,1,0,0,0,0
U_00163,U_00163_S1,0,0,1,0,0,0,0
U_00163,U_00163_S2,0,1,1,0,0,0,0
U_00163,U_00163_S3,0,1,1,1,0,0,0
U_00164,U_00164_S0,0,1,1,1,0,0,0
U_00164,U_00164_S1,0,0,1,0,0,0,0
U_00164,U_00164_S2,0,0,1,1,1,1,1
U_00165,U_00165_S0,0,1,1,1,1,0,0
U_00165,U_00165_S1,0,0,1,1,0,0,0
U_00165,U_00165_S2,0,0,1,0,0,0,0
U_00165,U_00165_S3,0,0,1,1,1,0,1
U_00165,U_00165_S4,0,0,1,1,0,0,0
U_00166,U_00166_S0,0,1,1,1,1,1,1
U_00166,U_00166_S1,0,1,1,1,1,1,1
U_00166,U_00166_S2,0,0,1,0,0,0,0
U_00167,U_00167_S0,0,0,1,0,0,0,0
U_00168,U_00168_S0,0,1,1,0,0,0,0
U_00169,U_00169_S0,0,0,1,1,1,1,1
U_00170,U_00170_S0,1,1,1,1,1,0,1
U_00170,U_00170_S1,1,1,1,1,0,0,0
U_00170,U_00170_S2,1,0,1,1,1,1,0
U_00170,U_00170_S3,1,1,1,0,0,0,0
U_00170,U_00170_S4,1,1,1,0,0,0,0
U_00171,U_00171_S0,0,1,1,1,0,0,0
U_00171,U_00171_S1,0,0,1,0,0,0,0
U_00171,U_00171_S2,0,0,1,1,1,1,1
U_00171,U_00171_S3,0,1,1,0,0,0,0
U_00172,U_00172_S0,0,0,1,1,1,1,1
